id	name	sex	birthyear	height	weight	team	noc	games	year	season	city	sport	event	medal	age
11411	Krzysztof Dariusz Bieryt	M	1974	178	80	Poland	POL	2008 Summer	2008	Summer	Beijing	Canoeing	Canoeing Men's Canadian Singles, Slalom	NA	34
11452	Daria Eva Bijak	F	1986	158	56	Germany	GER	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Women's Individual All-Around	NA	22
11452	Daria Eva Bijak	F	1986	158	56	Germany	GER	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Women's Team All-Around	NA	22
11452	Daria Eva Bijak	F	1986	158	56	Germany	GER	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Women's Floor Exercise	NA	22
11452	Daria Eva Bijak	F	1986	158	56	Germany	GER	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Women's Uneven Bars	NA	22
11452	Daria Eva Bijak	F	1986	158	56	Germany	GER	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Women's Balance Beam	NA	22
11462	Yekaterina Eduardovna Bikert	F	1980	177	68	Russia	RUS	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 400 metres Hurdles	NA	28
11463	Andr Stphane Bikey Amougou	M	1985	182	82	Cameroon	CMR	2008 Summer	2008	Summer	Beijing	Football	Football Men's Football	NA	23
11479	Suleiman Wanjau Bilali	M	1978	154	48	Kenya	KEN	2008 Summer	2008	Summer	Beijing	Boxing	Boxing Men's Light-Flyweight	NA	30
11485	Jhonny Senen Bilbao Bande	M	1975	188	95	Venezuela	VEN	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Mixed One Person Dinghy	NA	33
11493	Roman Blek	M	1968	174	64	Czech Republic	CZE	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 50 kilometres Walk	NA	40
11504	Syed Abbas Haider Bilgrami	M	1990	167	56	Pakistan	PAK	2008 Summer	2008	Summer	Beijing	Hockey	Hockey Men's Hockey	NA	18
11541	Hennadiy Hryhorovych Bilodid	M	1977	171	73	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	Judo	Judo Men's Lightweight	NA	31
11543	Yuriy Hryhorovych Bilonoh	M	1974	202	140	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Shot Put	NA	34
11546	Serhiy Oleksandrovych Biloushchenko	M	1982	201	100	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	Rowing	Rowing Men's Quadruple Sculls	NA	26
11556	Ricardo "Bimba" Winicki Santos	M	1980	185	73	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Men's Windsurfer	NA	28
11564	Jennie Louise Bimson	F	1977	161	64	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	Hockey	Hockey Women's Hockey	NA	31
11588	Leonardo Binchi	M	1976	200	100	Italy	ITA	2008 Summer	2008	Summer	Beijing	Water Polo	Water Polo Men's Water Polo	NA	32
11600	Jenny Lynn Bindon (Bourn-)	F	1973	170	63	New Zealand	NZL	2008 Summer	2008	Summer	Beijing	Football	Football Women's Football	NA	35
11601	Abhinav Bindra	M	1983	173	70	India	IND	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Men's Air Rifle, 10 metres	Gold	25
11602	Karsten Bindrich	M	1973	190	103	Germany	GER	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Men's Trap	NA	35
11608	Saulius Bineviius	M	1979	206	92	Lithuania	LTU	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 200 metres Freestyle	NA	29
11611	Wilfried Bingangoye	M	1985	172	80	Gabon	GAB	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 100 metres	NA	23
11616	Michael Allen Oswald Bingham	M	1986	183	75	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 4 x 400 metres Relay	Bronze	22
11653	Emanuele Birarelli	M	1981	202	95	Italy	ITA	2008 Summer	2008	Summer	Beijing	Volleyball	Volleyball Men's Volleyball	NA	27
11671	Suzanne Brigit "Sue" Bird	F	1981	175	66	United States	USA	2008 Summer	2008	Summer	Beijing	Basketball	Basketball Women's Basketball	Gold	27
11678	Bjrn Daniel Birgmark	M	1973	186	77	Sweden	SWE	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Mixed One Person Dinghy	NA	35
11713	Collis Birmingham	M	1985	189	71	Australia	AUS	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 5,000 metres	NA	23
11725	Pter Biros	M	1976	196	102	Hungary	HUN	2008 Summer	2008	Summer	Beijing	Water Polo	Water Polo Men's Water Polo	Gold	32
11749	Stefani Bisbikou	F	1988	150	44	Greece	GRE	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Women's Individual All-Around	NA	20
11749	Stefani Bisbikou	F	1988	150	44	Greece	GRE	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Women's Floor Exercise	NA	20
11749	Stefani Bisbikou	F	1988	150	44	Greece	GRE	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Women's Uneven Bars	NA	20
11749	Stefani Bisbikou	F	1988	150	44	Greece	GRE	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Women's Balance Beam	NA	20
11757	Ole Bischof	M	1980	180	81	Germany	GER	2008 Summer	2008	Summer	Beijing	Judo	Judo Men's Half-Middleweight	Gold	28
11776	Ibrahim Hani Bisharat	M	1984	175	66	Jordan	JOR	2008 Summer	2008	Summer	Beijing	Equestrianism	Equestrianism Mixed Jumping, Individual	NA	24
11800	Ruth Bisibori Nyangau	F	1988	168	50	Kenya	KEN	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 3,000 metres Steeplechase	NA	20
11803	Khrysa Biskitzi	F	1975	170	59	Greece	GRE	2008 Summer	2008	Summer	Beijing	Rowing	Rowing Women's Lightweight Double Sculls	NA	33
11823	Deepak Bista	M	1976	171	80	Nepal	NEP	2008 Summer	2008	Summer	Beijing	Taekwondo	Taekwondo Men's Welterweight	NA	32
11837	Anna Bitiyeva	F	1988	166	48	Azerbaijan	AZE	2008 Summer	2008	Summer	Beijing	Rhythmic Gymnastics	Rhythmic Gymnastics Women's Group	NA	20
11847	Johannes Bitter	M	1983	204	104	Germany	GER	2008 Summer	2008	Summer	Beijing	Handball	Handball Men's Handball	NA	25
11888	Novica Bjelica	M	1983	202	97	Serbia	SRB	2008 Summer	2008	Summer	Beijing	Volleyball	Volleyball Men's Volleyball	NA	25
11916	Jonas Lars Bjrkman	M	1972	184	83	Sweden	SWE	2008 Summer	2008	Summer	Beijing	Tennis	Tennis Men's Singles	NA	36
11916	Jonas Lars Bjrkman	M	1972	184	83	Sweden-1	SWE	2008 Summer	2008	Summer	Beijing	Tennis	Tennis Men's Doubles	NA	36
11973	Cara Cavell Black (-Stephens)	F	1979	167	55	Zimbabwe	ZIM	2008 Summer	2008	Summer	Beijing	Tennis	Tennis Women's Singles	NA	29
12023	Michael Blackwood	M	1979	190	79	Jamaica	JAM	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 400 metres	NA	29
12023	Michael Blackwood	M	1979	190	79	Jamaica	JAM	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 4 x 400 metres Relay	NA	29
12044	Constantin Blaha	M	1988	178	76	Austria	AUT	2008 Summer	2008	Summer	Beijing	Diving	Diving Men's Springboard	NA	20
12049	Jana Blahov	F	1985	182	69	Czech Republic	CZE	2008 Summer	2008	Summer	Beijing	Canoeing	Canoeing Women's Kayak Doubles, 500 metres	NA	23
12078	James Riley Blake	M	1980	185	83	United States	USA	2008 Summer	2008	Summer	Beijing	Tennis	Tennis Men's Singles	NA	28
12078	James Riley Blake	M	1980	185	83	United States-2	USA	2008 Summer	2008	Summer	Beijing	Tennis	Tennis Men's Doubles	NA	28
12082	Paul Gane Blake	M	1983	181	80	South Africa	RSA	2008 Summer	2008	Summer	Beijing	Hockey	Hockey Men's Hockey	NA	25
12107	Erin Blanchard	F	1990	168	56	United States	USA	2008 Summer	2008	Summer	Beijing	Trampolining	Trampolining Women's Individual	NA	18
12113	Elisa Blanchi	F	1988	168	49	Italy	ITA	2008 Summer	2008	Summer	Beijing	Rhythmic Gymnastics	Rhythmic Gymnastics Women's Group	NA	20
12117	Sarah Jane Blanck	F	1977	175	63	Australia	AUS	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Women's One Person Dinghy	NA	31
12120	Aleoscar Ruseth Blanco Iriarte	F	1987	189	75	Venezuela	VEN	2008 Summer	2008	Summer	Beijing	Volleyball	Volleyball Women's Volleyball	NA	21
12121	Alfonso Blanco Parra	M	1986	181	78	Venezuela	VEN	2008 Summer	2008	Summer	Beijing	Boxing	Boxing Men's Middleweight	NA	22
12130	Jos Luis Blanco Quevedo	M	1975	175	61	Spain	ESP	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 3,000 metres Steeplechase	NA	33
12132	Juan Carlos Blanco Macuma	M	1981	195	83	Venezuela	VEN	2008 Summer	2008	Summer	Beijing	Volleyball	Volleyball Men's Volleyball	NA	27
12135	Mara Gimena Blanco	F	1988	165	60	Argentina	ARG	2008 Summer	2008	Summer	Beijing	Football	Football Women's Football	NA	20
12154	Leszek Robert Blanik	M	1977	163	64	Poland	POL	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Individual All-Around	NA	31
12154	Leszek Robert Blanik	M	1977	163	64	Poland	POL	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Horse Vault	Gold	31
12177	Ricardo Blas, Jr.	M	1987	183	214	Guam	GUM	2008 Summer	2008	Summer	Beijing	Judo	Judo Men's Heavyweight	NA	21
12196	Michael Benjamin Blatchford	M	1986	178	82	United States	USA	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Sprint	NA	22
12196	Michael Benjamin Blatchford	M	1986	178	82	United States	USA	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Team Sprint	NA	22
12210	Damin Blaum	M	1981	176	70	Argentina	ARG	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 10 kilometres Open Water	NA	27
12235	Jonathan David "Jon" Bleby	M	1980	180	75	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	Hockey	Hockey Men's Hockey	NA	28
12242	Julia Bleck	F	1985	168	70	Germany	GER	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Women's Three Person Keelboat	NA	23
12244	Keston Bledman	M	1988	180	88	Trinidad and Tobago	TTO	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 4 x 100 metres Relay	Gold	20
12247	Kasper Bleibach	M	1984	184	90	Denmark	DEN	2008 Summer	2008	Summer	Beijing	Canoeing	Canoeing Men's Kayak Singles, 500 metres	NA	24
12275	Adrian Blincoe	M	1980	180	60	New Zealand	NZL	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 5,000 metres	NA	28
12277	Rogier Blink	M	1982	199	93	Netherlands	NED	2008 Summer	2008	Summer	Beijing	Rowing	Rowing Men's Coxed Eights	NA	26
12290	Irina Valeryevna Bliznova	F	1987	182	68	Russia	RUS	2008 Summer	2008	Summer	Beijing	Handball	Handball Women's Handball	Silver	21
12356	Liudmyla Leonidivna Blonska (Shevchuk-)	F	1978	175	62	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's Long Jump	NA	30
12356	Liudmyla Leonidivna Blonska (Shevchuk-)	F	1978	175	62	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's Heptathlon	NA	30
12421	Madonna Blyth	F	1986	165	60	Australia	AUS	2008 Summer	2008	Summer	Beijing	Hockey	Hockey Women's Hockey	NA	22
12430	Lucjan Sylwester Baszczyk	M	1975	170	63	Poland	POL	2008 Summer	2008	Summer	Beijing	Table Tennis	Table Tennis Men's Singles	NA	33
12465	Anju Bobby George (Markose-)	F	1977	175	62	India	IND	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's Long Jump	NA	31
12482	Miriam Bobkov	F	1979	170	58	Slovakia	SVK	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 100 metres Hurdles	NA	29
12483	Marc Boblet	M	1972	nan	nan	France	FRA	2008 Summer	2008	Summer	Beijing	Equestrianism	Equestrianism Mixed Dressage, Individual	NA	36
12483	Marc Boblet	M	1972	nan	nan	Whitini Star	FRA	2008 Summer	2008	Summer	Beijing	Equestrianism	Equestrianism Mixed Dressage, Team	NA	36
12487	Ancua Bobocel	F	1988	167	49	Romania	ROU	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 3,000 metres Steeplechase	NA	20
12488	Mihai Razvan Bobocica	M	1987	181	70	Italy	ITA	2008 Summer	2008	Summer	Beijing	Table Tennis	Table Tennis Men's Singles	NA	21
12490	Jack Bobridge	M	1989	180	65	Australia	AUS	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Team Pursuit, 4,000 metres	NA	19
12514	Salvatore Bocchetti	M	1987	178	77	Italy	ITA	2008 Summer	2008	Summer	Beijing	Football	Football Men's Football	NA	21
12558	Solomon Bockarie-Bayoh	M	1987	171	72	Sierra Leone	SLE	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 200 metres	NA	21
12559	Dirk Bockel	M	1977	189	76	Luxembourg	LUX	2008 Summer	2008	Summer	Beijing	Triathlon	Triathlon Men's Olympic Distance	NA	31
12574	Gbor Gyula Boczk	M	1977	192	89	Hungary	HUN	2008 Summer	2008	Summer	Beijing	Fencing	Fencing Men's epee, Individual	NA	31
12574	Gbor Gyula Boczk	M	1977	192	89	Hungary	HUN	2008 Summer	2008	Summer	Beijing	Fencing	Fencing Men's epee, Team	NA	31
12575	Dorina Bczg	F	1992	160	48	Hungary	HUN	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Women's Individual All-Around	NA	16
12575	Dorina Bczg	F	1992	160	48	Hungary	HUN	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Women's Floor Exercise	NA	16
12575	Dorina Bczg	F	1992	160	48	Hungary	HUN	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Women's Horse Vault	NA	16
12575	Dorina Bczg	F	1992	160	48	Hungary	HUN	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Women's Uneven Bars	NA	16
12575	Dorina Bczg	F	1992	160	48	Hungary	HUN	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Women's Balance Beam	NA	16
12581	Christie Marie Bodden Baca	F	1990	167	55	Panama	PAN	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 100 metres Backstroke	NA	18
12604	Clare Bodensteiner	F	1985	173	68	New Zealand	NZL	2008 Summer	2008	Summer	Beijing	Basketball	Basketball Women's Basketball	NA	23
12606	Sbastien Bodet	M	1986	185	80	France	FRA	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 4 x 200 metres Freestyle Relay	NA	22
12607	Bernadett Bdi (-Bognr)	F	1986	175	64	Hungary	HUN	2008 Summer	2008	Summer	Beijing	Handball	Handball Women's Handball	NA	22
12622	Alexandru Bodnar	M	1990	176	59	Romania	ROU	2008 Summer	2008	Summer	Beijing	Archery	Archery Men's Individual	NA	18
12640	Richrd Bodor	M	1979	182	73	Hungary	HUN	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 100 metres Breaststroke	NA	29
12644	Lszl Bodrogi	M	1977	186	77	Hungary	HUN	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Road Race, Individual	NA	31
12644	Lszl Bodrogi	M	1977	186	77	Hungary	HUN	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Individual Time Trial	NA	31
12646	Ihor Valeriyovych Bodrov	M	1987	184	77	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 200 metres	NA	21
12661	Nomi Boekel	F	1984	168	68	Netherlands	NED	2008 Summer	2008	Summer	Beijing	Softball	Softball Women's Softball	NA	24
12671	Paulina Boenisz	F	1979	172	60	Poland	POL	2008 Summer	2008	Summer	Beijing	Modern Pentathlon	Modern Pentathlon Women's Individual	NA	29
12674	Moreno Boer	M	1977	180	105	Italy	ITA	2008 Summer	2008	Summer	Beijing	Weightlifting	Weightlifting Men's Heavyweight	NA	31
12679	Thomas Lodewijk Boerma	M	1981	180	72	Netherlands	NED	2008 Summer	2008	Summer	Beijing	Hockey	Hockey Men's Hockey	NA	27
12683	Emiel Nicolaas Paulus Boersma	M	1981	205	85	Netherlands-2	NED	2008 Summer	2008	Summer	Beijing	Beach Volleyball	Beach Volleyball Men's Beach Volleyball	NA	27
12691	Lasse Motzkus Boesen	M	1980	191	99	Denmark	DEN	2008 Summer	2008	Summer	Beijing	Handball	Handball Men's Handball	NA	28
12707	Sylwia Katarzyna Bogacka	F	1982	162	57	Poland	POL	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Women's Air Rifle, 10 metres	NA	26
12707	Sylwia Katarzyna Bogacka	F	1982	162	57	Poland	POL	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Women's Small-Bore Rifle, Three Positions, 50 metres	NA	26
12708	Mariangee Josefina Bogado Gonzlez	F	1984	165	68	Venezuela	VEN	2008 Summer	2008	Summer	Beijing	Softball	Softball Women's Softball	NA	24
12715	Antonella Bogarn	F	1992	170	66	Argentina	ARG	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 10 kilometres Open Water	NA	16
12726	Dmitry Anatolyevich Bogdanov	M	1979	184	72	Russia	RUS	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 800 metres	NA	29
12731	Anna Andreyevna Bogdanova	F	1985	178	66	Russia	RUS	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's Heptathlon	NA	23
12733	Lyudmila Yuryevna Bogdanova	F	1984	160	52	Russia	RUS	2008 Summer	2008	Summer	Beijing	Judo	Judo Women's Extra-Lightweight	NA	24
12741	Aleksandr Viktorovich Bogdanovich	M	1982	191	97	Belarus	BLR	2008 Summer	2008	Summer	Beijing	Canoeing	Canoeing Men's Canadian Doubles, 500 metres	NA	26
12741	Aleksandr Viktorovich Bogdanovich	M	1982	191	97	Belarus	BLR	2008 Summer	2008	Summer	Beijing	Canoeing	Canoeing Men's Canadian Doubles, 1,000 metres	Gold	26
12742	Andrey Viktorovich Bogdanovich	M	1988	193	87	Belarus	BLR	2008 Summer	2008	Summer	Beijing	Canoeing	Canoeing Men's Canadian Doubles, 500 metres	NA	20
12742	Andrey Viktorovich Bogdanovich	M	1988	193	87	Belarus	BLR	2008 Summer	2008	Summer	Beijing	Canoeing	Canoeing Men's Canadian Doubles, 1,000 metres	Gold	20
12743	Anna Bogdanovich	F	1984	164	56	Belarus	BLR	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 4 x 100 metres Relay	NA	24
12753	Alessio Boggiatto	M	1981	190	80	Italy	ITA	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 200 metres Individual Medley	NA	27
12753	Alessio Boggiatto	M	1981	190	80	Italy	ITA	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 400 metres Individual Medley	NA	27
12778	Yelena Valeryevna Bogomazova	F	1982	166	52	Russia	RUS	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 100 metres Breaststroke	NA	26
12781	Galina Yevgenyevna Bogomolova	F	1978	163	46	Russia	RUS	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's Marathon	NA	30
12795	Andrew Michael Bogut	M	1985	213	122	Australia	AUS	2008 Summer	2008	Summer	Beijing	Basketball	Basketball Men's Basketball	NA	23
12819	Annett Bhm	F	1980	179	83	Germany	GER	2008 Summer	2008	Summer	Beijing	Judo	Judo Women's Middleweight	NA	28
12829	Marcus Bhme	M	1986	211	115	Germany	GER	2008 Summer	2008	Summer	Beijing	Volleyball	Volleyball Men's Volleyball	NA	22
12861	Mowen Boino	M	1980	178	73	Papua New Guinea	PNG	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 400 metres Hurdles	NA	28
12863	Mathieu Bois	M	1988	160	70	Canada	CAN	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 100 metres Breaststroke	NA	20
12863	Mathieu Bois	M	1988	160	70	Canada	CAN	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 200 metres Breaststroke	NA	20
12900	Dejan Bojovi	M	1983	198	86	Serbia	SRB	2008 Summer	2008	Summer	Beijing	Volleyball	Volleyball Men's Volleyball	NA	25
12938	Boldbaataryn Butekh-Uils	M	1990	181	70	Mongolia	MGL	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 100 metres Breaststroke	NA	18
12947	Joachim Rietveld Boldsen	M	1978	187	101	Denmark	DEN	2008 Summer	2008	Summer	Beijing	Handball	Handball Men's Handball	NA	30
12964	Simone Bolelli	M	1986	185	84	Italy	ITA	2008 Summer	2008	Summer	Beijing	Tennis	Tennis Men's Singles	NA	22
12964	Simone Bolelli	M	1986	185	84	Italy	ITA	2008 Summer	2008	Summer	Beijing	Tennis	Tennis Men's Doubles	NA	22
12984	Timo Boll	M	1981	181	74	Germany	GER	2008 Summer	2008	Summer	Beijing	Table Tennis	Table Tennis Men's Singles	NA	27
12984	Timo Boll	M	1981	181	74	Germany	GER	2008 Summer	2008	Summer	Beijing	Table Tennis	Table Tennis Men's Team	Silver	27
13029	Usain St. Leo Bolt	M	1987	196	95	Jamaica	JAM	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 100 metres	Gold	21
13029	Usain St. Leo Bolt	M	1987	196	95	Jamaica	JAM	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 200 metres	Gold	21
13029	Usain St. Leo Bolt	M	1987	196	95	Jamaica	JAM	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 4 x 100 metres Relay	NA	21
13061	Sarah Joan Bombell	F	1983	167	60	Australia	AUS	2008 Summer	2008	Summer	Beijing	Synchronized Swimming	Synchronized Swimming Women's Team	NA	25
13103	Silvia Bonastre Peremateu	F	1982	160	53	Spain	ESP	2008 Summer	2008	Summer	Beijing	Hockey	Hockey Women's Hockey	NA	26
13120	Hamish Byron Bond	M	1986	189	89	New Zealand	NZL	2008 Summer	2008	Summer	Beijing	Rowing	Rowing Men's Coxless Fours	NA	22
13129	Alona Volodymyrivna Bondarenko	F	1985	168	59	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	Tennis	Tennis Women's Singles	NA	23
13129	Alona Volodymyrivna Bondarenko	F	1985	168	59	Ukraine-2	UKR	2008 Summer	2008	Summer	Beijing	Tennis	Tennis Women's Doubles	NA	23
13133	Kateryna Volodymyrivna Bondarenko	F	1987	175	60	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	Tennis	Tennis Women's Singles	NA	21
13133	Kateryna Volodymyrivna Bondarenko	F	1987	175	60	Ukraine-2	UKR	2008 Summer	2008	Summer	Beijing	Tennis	Tennis Women's Doubles	NA	21
13143	Roman Romanovych Bondaruk	M	1974	178	95	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Men's Rapid-Fire Pistol, 25 metres	NA	34
13159	Oliver Bone	M	1981	180	69	Canada	CAN	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Men's Two Person Dinghy	NA	27
13183	Celma da Graa Soares Bonfim	F	1978	165	58	Sao Tome and Principe	STP	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 5,000 metres	NA	30
13187	Bong Jung-Keun	M	1980	190	95	South Korea	KOR	2008 Summer	2008	Summer	Beijing	Baseball	Baseball Men's Baseball	Gold	28
13190	Jennifer Bongardt	F	1983	168	63	Germany	GER	2008 Summer	2008	Summer	Beijing	Canoeing	Canoeing Women's Kayak Singles, Slalom	NA	25
13196	Bruno Flavien Bongongo	M	1985	nan	69	Central African Republic	CAF	2008 Summer	2008	Summer	Beijing	Boxing	Boxing Men's Welterweight	NA	23
13209	Sarah Bonikowsky	F	1983	180	64	Canada	CAN	2008 Summer	2008	Summer	Beijing	Rowing	Rowing Women's Coxed Eights	NA	25
13217	Charlotte Bonin	F	1987	173	60	Italy	ITA	2008 Summer	2008	Summer	Beijing	Triathlon	Triathlon Women's Olympic Distance	NA	21
13227	Yvonne Bnisch	F	1981	168	61	Germany	GER	2008 Summer	2008	Summer	Beijing	Judo	Judo Women's Lightweight	NA	27
13229	Bartomiej Wojciech Bonk	M	1985	181	105	Poland	POL	2008 Summer	2008	Summer	Beijing	Weightlifting	Weightlifting Men's Middle-Heavyweight	NA	23
13280	Georgia Bonora	F	1990	160	49	Australia	AUS	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Women's Individual All-Around	NA	18
13280	Georgia Bonora	F	1990	160	49	Australia	AUS	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Women's Team All-Around	NA	18
13280	Georgia Bonora	F	1990	160	49	Australia	AUS	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Women's Floor Exercise	NA	18
13280	Georgia Bonora	F	1990	160	49	Australia	AUS	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Women's Uneven Bars	NA	18
13280	Georgia Bonora	F	1990	160	49	Australia	AUS	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Women's Balance Beam	NA	18
13300	Julien Bontemps	M	1979	183	72	France	FRA	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Men's Windsurfer	Silver	29
13319	Minke Gertine Booij	F	1977	163	57	Netherlands	NED	2008 Summer	2008	Summer	Beijing	Hockey	Hockey Women's Hockey	Gold	31
13332	Manut Boonjumnong	M	1980	173	64	Thailand	THA	2008 Summer	2008	Summer	Beijing	Boxing	Boxing Men's Light-Welterweight	Silver	28
13333	Manon "Non" Boonjumnong	M	1982	183	69	Thailand	THA	2008 Summer	2008	Summer	Beijing	Boxing	Boxing Men's Welterweight	NA	26
13338	Ek Boonsawad	M	1989	183	70	Thailand	THA	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Men's Windsurfer	NA	19
13362	Mitchell Jay "Mitch" Booth	M	1963	169	78	Netherlands	NED	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Mixed Multihull	NA	45
13372	Carlos Austin Boozer, Jr.	M	1982	206	117	United States	USA	2008 Summer	2008	Summer	Beijing	Basketball	Basketball Men's Basketball	Gold	26
13375	Rasul Boqiev	M	1983	175	73	Tajikistan	TJK	2008 Summer	2008	Summer	Beijing	Judo	Judo Men's Lightweight	Bronze	25
13378	Barna Bor	M	1987	191	130	Hungary	HUN	2008 Summer	2008	Summer	Beijing	Judo	Judo Men's Heavyweight	NA	21
13380	Katalin Bor	F	1990	164	62	Hungary	HUN	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 200 metres Breaststroke	NA	18
13394	Rita Borbs	F	1981	167	63	Hungary	HUN	2008 Summer	2008	Summer	Beijing	Handball	Handball Women's Handball	NA	27
13404	Valeriy Viktorovich Borchin	M	1987	178	63	Russia	RUS	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 20 kilometres Walk	Gold	21
13430	Susanna Emma Bordone	F	1982	160	46	Italy	ITA	2008 Summer	2008	Summer	Beijing	Equestrianism	Equestrianism Mixed Three-Day Event, Individual	NA	26
13430	Susanna Emma Bordone	F	1982	160	46	Italy	ITA	2008 Summer	2008	Summer	Beijing	Equestrianism	Equestrianism Mixed Three-Day Event, Team	NA	26
13432	Irina Vikentyevna Borechko	F	1972	178	67	Kazakhstan	KAZ	2008 Summer	2008	Summer	Beijing	Handball	Handball Women's Handball	NA	36
